ID,Name,Type,Category,PP,Power,Accuracy,SwSh,BDSP,LA,Contact,Target,SwSh_TM,SwSh_TM_No,BDSP_TM,BDSP_TM_No,is_TR,TR,Priority,Multihit,Charge,Recharge,Binding,Sound,Powder,Recoil,Gen
578,Crafty Shield,Fairy,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
579,Flower Shield,Fairy,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
580,Grassy Terrain,Grass,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,88,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
581,Misty Terrain,Fairy,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,89,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
582,Electrify,Electric,Status,20,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
583,Play Rough,Fairy,Physical,10,90,90,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,90,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
584,Fairy Wind,Fairy,Special,30,40,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
585,Moonblast,Fairy,Special,15,95,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
586,Boomburst,Normal,Special,10,140,100,TRUE,TRUE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,6
587,Fairy Lock,Fairy,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
588,King's Shield,Steel,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
589,Play Nice,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
590,Confide,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,6
591,Diamond Storm,Rock,Physical,5,100,95,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
592,Steam Eruption,Water,Special,5,110,95,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
593,Hyperspace Hole,Psychic,Special,5,80,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
594,Water Shuriken,Water,Special,20,15,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
595,Mystical Fire,Fire,Special,10,75,100,TRUE,TRUE,TRUE,FALSE,single,TRUE,92,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
596,Spiky Shield,Grass,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
597,Aromatic Mist,Fairy,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,ally,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
598,Eerie Impulse,Electric,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,93,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
599,Venom Drench,Poison,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,91,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
600,Powder,Bug,Status,20,0,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,6
601,Geomancy,Fairy,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,6
602,Magnetic Flux,Electric,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
603,Happy Hour,Normal,Status,30,0,101,TRUE,FALSE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
604,Electric Terrain,Electric,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,90,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
605,Dazzling Gleam,Fairy,Special,10,80,100,TRUE,TRUE,TRUE,FALSE,double,FALSE,,TRUE,21,TRUE,92,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
606,Celebrate,Normal,Status,40,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
607,Hold Hands,Normal,Status,40,0,101,TRUE,FALSE,FALSE,FALSE,ally,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
608,Baby-Doll Eyes,Fairy,Status,30,0,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
609,Nuzzle,Electric,Physical,20,20,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
610,Hold Back,Normal,Physical,40,40,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
611,Infestation,Bug,Special,20,20,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,6
612,Power-Up Punch,Fighting,Physical,20,40,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
613,Oblivion Wing,Flying,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
614,Thousand Arrows,Ground,Physical,10,90,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
615,Thousand Waves,Ground,Physical,10,90,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
616,Land's Wrath,Ground,Physical,10,90,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
617,Light of Ruin,Fairy,Special,5,140,90,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,50,6
618,Origin Pulse,Water,Special,10,110,85,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
619,Precipice Blades,Ground,Physical,10,120,85,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
620,Dragon Ascent,Flying,Physical,5,120,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
621,Hyperspace Fury,Dark,Physical,5,100,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
622,Breakneck Blitz,Normal,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
623,Breakneck Blitz,Normal,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
624,All-Out Pummeling,Fighting,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
625,All-Out Pummeling,Fighting,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
626,Supersonic Skystrike,Flying,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
627,Supersonic Skystrike,Flying,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
628,Acid Downpour,Poison,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
629,Acid Downpour,Poison,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
630,Tectonic Rage,Ground,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
631,Tectonic Rage,Ground,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
632,Continental Crush,Rock,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
633,Continental Crush,Rock,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
634,Savage Spin-Out,Bug,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
635,Savage Spin-Out,Bug,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
636,Never-Ending Nightmare,Ghost,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
637,Never-Ending Nightmare,Ghost,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
638,Corkscrew Crash,Steel,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
639,Corkscrew Crash,Steel,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
640,Inferno Overdrive,Fire,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
641,Inferno Overdrive,Fire,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
642,Hydro Vortex,Water,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
643,Hydro Vortex,Water,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
644,Bloom Doom,Grass,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
645,Bloom Doom,Grass,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
646,Gigavolt Havoc,Electric,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
647,Gigavolt Havoc,Electric,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
648,Shattered Psyche,Psychic,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
649,Shattered Psyche,Psychic,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
650,Subzero Slammer,Ice,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
651,Subzero Slammer,Ice,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
652,Devastating Drake,Dragon,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
653,Devastating Drake,Dragon,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
654,Black Hole Eclipse,Dark,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
655,Black Hole Eclipse,Dark,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
656,Twinkle Tackle,Fairy,Physical,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
657,Twinkle Tackle,Fairy,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
658,Catastropika,Electric,Physical,1,210,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
659,Shore Up,Ground,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
660,First Impression,Bug,Physical,10,90,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
661,Baneful Bunker,Poison,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
662,Spirit Shackle,Ghost,Physical,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
663,Darkest Lariat,Dark,Physical,10,85,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,93,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
664,Sparkling Aria,Water,Special,10,90,100,TRUE,FALSE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,7
665,Ice Hammer,Ice,Physical,10,100,90,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
666,Floral Healing,Fairy,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
667,High Horsepower,Ground,Physical,10,95,95,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,94,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
668,Strength Sap,Grass,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
669,Solar Blade,Grass,Physical,10,125,100,TRUE,FALSE,FALSE,TRUE,single,TRUE,12,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,7
670,Leafage,Grass,Physical,40,40,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
671,Spotlight,Normal,Status,15,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
672,Toxic Thread,Poison,Status,20,0,100,FALSE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
673,Laser Focus,Normal,Status,30,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
674,Gear Up,Steel,Status,20,0,101,TRUE,FALSE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
675,Throat Chop,Dark,Physical,15,80,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,95,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
676,Pollen Puff,Bug,Special,15,90,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,96,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
677,Anchor Shot,Steel,Physical,20,80,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
678,Psychic Terrain,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,91,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
679,Lunge,Bug,Physical,15,80,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
680,Fire Lash,Fire,Physical,15,80,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
681,Power Trip,Dark,Physical,10,20,100,TRUE,FALSE,FALSE,TRUE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
682,Burn Up,Fire,Special,5,130,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
683,Speed Swap,Psychic,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,single,TRUE,62,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
684,Smart Strike,Steel,Physical,10,70,101,TRUE,TRUE,FALSE,TRUE,single,TRUE,96,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
685,Purify,Poison,Status,20,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
686,Revelation Dance,Normal,Special,15,90,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
687,Core Enforcer,Dragon,Special,10,100,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
688,Trop Kick,Grass,Physical,15,70,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
689,Instruct,Psychic,Status,15,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
690,Beak Blast,Flying,Physical,15,100,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
691,Clanging Scales,Dragon,Special,5,110,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,7
692,Dragon Hammer,Dragon,Physical,15,90,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
693,Brutal Swing,Dark,Physical,20,60,100,TRUE,FALSE,FALSE,TRUE,all but self,TRUE,97,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
694,Aurora Veil,Ice,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
695,Sinister Arrow Raid,Ghost,Physical,1,180,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
696,Malicious Moonsault,Dark,Physical,1,180,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
697,Oceanic Operetta,Water,Special,1,195,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
698,Guardian of Alola,Fairy,Special,1,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
699,Soul-Stealing 7-Star Strike,Ghost,Physical,1,195,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
700,Stoked Sparksurfer,Electric,Special,1,175,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
701,Pulverizing Pancake,Normal,Physical,1,210,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
702,Extreme Evoboost,Normal,Status,1,0,101,FALSE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
703,Genesis Supernova,Psychic,Special,1,185,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
704,Shell Trap,Fire,Special,5,150,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
705,Fleur Cannon,Fairy,Special,5,130,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
706,Psychic Fangs,Psychic,Physical,10,85,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,97,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
707,Stomping Tantrum,Ground,Physical,10,75,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,98,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
708,Shadow Bone,Ghost,Physical,10,85,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
709,Accelerock,Rock,Physical,20,40,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
710,Liquidation,Water,Physical,10,85,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,98,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
711,Prismatic Laser,Psychic,Special,10,160,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,7
712,Spectral Thief,Ghost,Physical,10,90,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
713,Sunsteel Strike,Steel,Physical,5,100,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
714,Moongeist Beam,Ghost,Special,5,100,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
715,Tearful Look,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
716,Zing Zap,Electric,Physical,10,80,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
717,Nature's Madness,Fairy,Special,10,0,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
718,Multi-Attack,Normal,Physical,10,120,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
719,"10,000,000 Volt Thunderbolt",Electric,Special,1,195,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
